customer_id,full_name,email,phone,county_code,county_name,city,postal_code,crime_risk,hail_risk,flood_risk,wind_risk,fire_risk,dob
C-001537,Floriana Dinu,predaaleodor@example.net,0243 944 258,IS,Iasi,Pascani,903148,0.473,0.393,0.365,0.42,0.373,1990-04-21
C-001538,Sorin Dochioiu,mazilescunicu@example.org,0767 295 350,GL,Galati,Tecuci,420199,0.402,0.429,0.511,0.488,0.357,2005-12-12
C-001539,Marinela Toma,eflorea@example.net,0244 804 674,GJ,Gorj,Motru,566204,0.379,0.428,0.406,0.382,0.413,1951-10-20
C-001540,Agata Popescu,gabistancu@example.com,0788 185 201,BZB,Bucuresti,Sector 2,483338,0.607,0.358,0.239,0.313,0.331,1959-08-22
C-001541,Ica Nistor,predafabiana@example.net,0769 397 561,IS,Iasi,Pascani,591392,0.523,0.408,0.282,0.406,0.391,1966-01-16
C-001542,Emil Albu,lascargeorgescu@example.net,0239 215 164,IF,Ilfov,Voluntari,251214,0.462,0.313,0.318,0.326,0.298,1949-08-03
C-001543,Mihail Voinea,leontinnita@example.com,0232 919 693,IS,Iasi,Pascani,612934,0.609,0.385,0.372,0.401,0.43,1984-11-24
C-001544,Cristofor Stancu,zmazilescu@example.org,0237 702 042,CJ,Cluj,Dej,914830,0.533,0.38,0.269,0.346,0.412,1974-04-05
C-001545,Alida Barbu,ftomescu@example.org,0247 124 139,CS,Caras-Severin,Caransebes,722172,0.134,0.331,0.188,0.212,0.225,1961-04-07
C-001546,Sandu Nistor,kstan@example.net,0751 609 873,BV,Brasov,Sacele,765845,0.32,0.644,0.334,0.509,0.494,1949-09-26
C-001547,Cantemir Popescu,fene@example.net,0788 227 607,TM,Timis,Timisoara,541738,0.453,0.457,0.298,0.366,0.394,1967-10-06
C-001548,Valeriu Stan,tudora33@example.net,0730 943 191,HD,Hunedoara,Hunedoara,239314,0.323,0.574,0.278,0.443,0.443,1987-07-22
C-001549,Sonia Ioniță,ababeistefan@example.net,0735 952 312,BZB,Bucuresti,Sector 5,328354,0.628,0.355,0.254,0.354,0.3,1947-10-18
C-001550,Dumitra Stănescu,mazilescualexandra@example.com,0755 644 974,CJ,Cluj,Cluj-Napoca,276370,0.546,0.366,0.246,0.32,0.381,1977-05-06
C-001551,Aura Aanei,nistorvlaicu@example.com,0768 448 676,IF,Ilfov,Voluntari,436919,0.517,0.318,0.331,0.424,0.317,1964-12-12
C-001552,Oliviu Oprea,arinanistor@example.org,0785 560 450,BZB,Bucuresti,Sector 4,305161,0.577,0.332,0.205,0.364,0.322,1946-04-04
C-001553,Marta Mazilescu,florentinpopa@example.org,0234 964 969,SB,Sibiu,Sibiu,250137,0.284,0.472,0.298,0.422,0.412,1957-05-17
C-001554,Corneliu Cristea,tomaozana@example.net,0764 296 353,BC,Bacau,Moinesti,153881,0.398,0.42,0.342,0.456,0.386,1948-01-22
C-001555,Oliviu Pop,dochioiuiosefina@example.com,0244 282 763,AR,Arad,Arad,704619,0.414,0.42,0.368,0.397,0.39,1973-09-18
C-001556,Marcheta Cristea,ionelpuscasu@example.net,0741 959 654,CJ,Cluj,Dej,814070,0.495,0.365,0.239,0.422,0.426,1972-11-08
C-001557,Mălina Ioniță,haralambieionescu@example.net,0258 441 491,DB,Dambovita,Targoviste,882559,0.391,0.39,0.374,0.385,0.419,1971-08-08
C-001558,Radu Florea,eusebiastanescu@example.com,0266 394 640,BC,Bacau,Onesti,400897,0.416,0.429,0.452,0.438,0.378,1980-06-20
C-001559,Fiona Ene,stanescugherghina@example.net,0770 297 398,CT,Constanta,Mangalia,443278,0.362,0.268,0.62,0.669,0.39,1988-05-30
C-001560,Dana Florea,diaconescuadonis@example.net,0750 202 170,HD,Hunedoara,Hunedoara,858893,0.335,0.631,0.356,0.453,0.377,1977-04-11
C-001561,Robertina Pușcașu,emilionescu@example.net,0737 655 792,TM,Timis,Timisoara,687042,0.595,0.439,0.267,0.434,0.358,2003-02-25
C-001562,Anișoara Florea,albuflorenta@example.com,0742 646 129,TM,Timis,Sannicolau Mare,564203,0.456,0.436,0.299,0.398,0.374,1959-11-22
C-001563,Ancuța Dinu,cezardima@example.org,0256 756 589,IF,Ilfov,Voluntari,619044,0.53,0.388,0.307,0.371,0.318,1971-05-03
C-001564,Sorina Stănescu,robertaanei@example.net,0771 199 314,BV,Brasov,Sacele,275356,0.264,0.686,0.311,0.512,0.425,1992-09-19
C-001565,Lucrețiu Ioniță,georgesculeonard@example.com,0785 311 388,AB,Alba,Aiud,581707,0.347,0.606,0.358,0.399,0.47,1969-12-06
C-001566,Lăcrămioara Ionescu,dumitrescuniculita@example.org,0728 203 347,MH,Mehedinti,Drobeta-Turnu Severin,160466,0.178,0.186,0.281,0.212,0.182,1964-08-10
C-001567,Narcisa Nistor,tomescuciprian@example.org,0268 379 686,TM,Timis,Sannicolau Mare,928793,0.468,0.361,0.282,0.455,0.357,1997-11-11
C-001568,Anemona Stancu,cristoforstoica@example.com,0767 902 177,PH,Prahova,Sinaia,121398,0.457,0.341,0.262,0.298,0.421,2005-03-14
C-001569,Carla Pop,crinaalbu@example.com,0256 502 385,BN,Bistrita-Nasaud,Nasaud,895437,0.163,0.292,0.185,0.193,0.244,1947-11-18
C-001570,Georgia Stancu,bgheorghiu@example.com,0762 275 233,CJ,Cluj,Cluj-Napoca,243535,0.477,0.399,0.286,0.324,0.323,1953-10-08
C-001571,Sergiu Ene,dimaagripina@example.org,0761 691 330,VL,Valcea,Ramnicu Valcea,143599,0.399,0.434,0.354,0.367,0.334,1960-04-26
C-001572,Lorelei Dumitrescu,lacramioarapop@example.com,0238 167 507,BH,Bihor,Alesd,210729,0.38,0.452,0.344,0.409,0.386,2002-12-06
C-001573,Fabia Popa,wtabacu@example.com,0261 024 530,IS,Iasi,Pascani,974430,0.628,0.404,0.352,0.393,0.42,1950-01-04
C-001574,Malvina Stănescu,fgeorgescu@example.org,0260 034 202,DB,Dambovita,Gaesti,575857,0.439,0.348,0.429,0.405,0.421,1981-06-12
C-001575,Denis Barbu,fababei@example.com,0736 222 405,BH,Bihor,Alesd,777772,0.427,0.364,0.312,0.375,0.349,1948-08-31
C-001576,Barbu Georgescu,upop@example.org,0753 754 619,TM,Timis,Sannicolau Mare,306127,0.499,0.348,0.314,0.453,0.366,1998-03-21
C-001577,Nadia Ardelean,venera83@example.net,0749 272 581,CT,Constanta,Medgidia,423042,0.415,0.274,0.582,0.648,0.305,1956-12-04
C-001578,Savina Suciu,stanescuteea@example.com,0785 684 482,IF,Ilfov,Otopeni,649474,0.462,0.335,0.332,0.344,0.344,1961-07-10
C-001579,Măriuca Toma,opreabeniamin@example.org,0242 211 018,SJ,Salaj,Zalau,205970,0.336,0.457,0.309,0.446,0.417,1975-11-05
C-001580,Marga Mazilescu,znistor@example.net,0725 017 074,CJ,Cluj,Dej,817719,0.528,0.397,0.269,0.327,0.386,1991-11-20
C-001581,Simion Ene,wdinu@example.org,0745 994 529,GL,Galati,Galati,860181,0.416,0.388,0.485,0.394,0.372,1966-05-08
C-001582,Frederic Diaconescu,dochioiucristofor@example.com,0785 433 872,CJ,Cluj,Dej,887419,0.508,0.381,0.295,0.336,0.4,1955-10-26
C-001583,Vera Ionescu,dinucodin@example.com,0252 654 963,GL,Galati,Galati,782348,0.46,0.397,0.466,0.421,0.367,2006-07-12
C-001584,Adela Stan,dumitrescuionel@example.com,0268 704 887,AG,Arges,Pitesti,194957,0.413,0.391,0.341,0.378,0.407,1979-04-18
C-001585,Alexandra Gheorghiu,zababei@example.org,0231 596 851,BZB,Bucuresti,Sector 3,717766,0.661,0.304,0.213,0.311,0.302,1986-05-04
C-001586,Iuliana Voinea,qpopescu@example.net,0738 266 329,CT,Constanta,Medgidia,869258,0.355,0.265,0.574,0.574,0.298,1995-02-12
C-001587,Bartolomeu Ene,cosminaoprea@example.com,0753 522 592,OT,Olt,Caracal,679218,0.427,0.389,0.335,0.408,0.382,1945-11-17
C-001588,Clarisa Nistor,vasilecristea@example.org,0727 205 922,SJ,Salaj,Zalau,973639,0.374,0.469,0.322,0.389,0.374,1985-01-03
C-001589,Doriana Barbu,nicutaeftimie@example.org,0249 955 963,SB,Sibiu,Medias,153446,0.351,0.582,0.277,0.46,0.438,1974-05-08
C-001590,Dorin Tudor,tomescunicusor@example.org,0724 420 661,BH,Bihor,Salonta,886063,0.428,0.386,0.35,0.399,0.383,1967-07-02
C-001591,Sergiu Preda,tomescustela@example.net,0762 133 138,NT,Neamt,Roman,162203,0.372,0.465,0.362,0.404,0.487,1996-06-03
C-001592,Ariana Gheorghiu,ostan@example.net,0250 112 212,TR,Teleorman,Turnu Magurele,114090,0.457,0.377,0.32,0.409,0.344,1997-11-28
C-001593,Xenia Ionescu,htudor@example.net,0766 826 868,CT,Constanta,Medgidia,288280,0.428,0.234,0.54,0.667,0.359,1978-09-05
C-001594,Renata Aanei,stanescuaxenia@example.net,0760 488 064,GL,Galati,Tecuci,671873,0.486,0.404,0.498,0.416,0.333,1965-06-25
C-001595,Ada Albu,ilona98@example.com,0749 873 585,BT,Botosani,Dorohoi,361163,0.382,0.488,0.389,0.392,0.438,1997-06-28
C-001596,Teofil Nistor,julietaionita@example.net,0245 962 342,TM,Timis,Timisoara,227324,0.532,0.383,0.273,0.35,0.35,1952-04-17
C-001597,Codin Dinu,barbuemil@example.org,0232 410 429,TM,Timis,Timisoara,608010,0.545,0.39,0.286,0.37,0.356,1961-11-24
C-001598,Dochia Ionescu,kpreda@example.net,0244 179 726,TR,Teleorman,Alexandria,474386,0.451,0.347,0.369,0.32,0.361,1984-09-15
C-001599,Nechifor Pușcașu,tomescuclarisa@example.net,0738 318 003,GJ,Gorj,Motru,185274,0.35,0.428,0.41,0.328,0.354,2004-03-29
C-001600,Brăduț Nistor,dobretudorita@example.org,0237 053 285,HR,Harghita,Odorheiu Secuiesc,345157,0.341,0.601,0.402,0.512,0.418,1957-11-05
C-001601,Iulia Diaconescu,manolesaveta@example.org,0760 243 838,BC,Bacau,Bacau,490347,0.428,0.402,0.436,0.426,0.406,1992-12-26
C-001602,Valentina Stancu,nistordoru@example.net,0742 900 768,CT,Constanta,Medgidia,810979,0.389,0.224,0.67,0.56,0.329,1992-02-25
C-001603,Geta Pop,marioara32@example.net,0256 896 337,IS,Iasi,Iasi,109622,0.612,0.371,0.368,0.336,0.402,1972-06-01
C-001604,Gicu Marin,tomanoemi@example.com,0252 671 368,BZ,Buzau,Ramnicul Sarat,737992,0.449,0.378,0.363,0.34,0.39,1965-06-03
C-001605,Ada Barbu,dinustan@example.org,0255 392 188,BC,Bacau,Moinesti,718951,0.435,0.42,0.409,0.418,0.396,1994-06-09
C-001606,Timea Dochioiu,usuciu@example.org,0748 750 677,CJ,Cluj,Cluj-Napoca,327893,0.565,0.392,0.296,0.331,0.415,1970-12-06
C-001607,Vasile Albu,simion59@example.org,021 881 4319,IF,Ilfov,Voluntari,446379,0.473,0.394,0.378,0.423,0.351,1953-05-11
C-001608,Pompiliu Oprea,doriana78@example.net,0244 596 983,CL,Calarasi,Calarasi,343778,0.408,0.335,0.529,0.403,0.341,1981-07-03
C-001609,Tinca Tudor,vdochioiu@example.net,0232 266 568,HD,Hunedoara,Petrosani,908458,0.341,0.516,0.285,0.394,0.363,1970-11-07
C-001610,Răducu Mazilescu,idiaconescu@example.com,0750 349 899,BZB,Bucuresti,Sector 4,256608,0.579,0.31,0.234,0.336,0.338,2005-04-29
C-001611,Tatiana Manole,suciuiancu@example.net,0771 074 299,BZB,Bucuresti,Sector 5,828467,0.722,0.297,0.218,0.321,0.369,1946-03-20
C-001612,Nicoleta Toma,wdinu@example.net,0784 694 179,VN,Vrancea,Focsani,265883,0.447,0.39,0.393,0.422,0.427,1986-10-16
C-001613,Felix Ababei,jaanei@example.net,0751 474 859,DB,Dambovita,Targoviste,267474,0.426,0.407,0.327,0.372,0.322,2002-07-27
C-001614,Aristide Gheorghiu,predadafina@example.net,0757 416 734,IF,Ilfov,Chitila,772618,0.438,0.39,0.368,0.396,0.368,2001-10-09
C-001615,Ilarie Toma,eustatiunistor@example.net,0744 881 649,CV,Covasna,Targu Secuiesc,673025,0.292,0.579,0.309,0.495,0.485,1981-01-02
C-001616,Narcisa Ionescu,adriansuciu@example.org,0720 860 521,OT,Olt,Slatina,599033,0.448,0.378,0.425,0.381,0.392,2001-07-22
C-001617,Geta Nistor,popanghel@example.com,0769 489 008,BZB,Bucuresti,Sector 5,726432,0.647,0.299,0.197,0.352,0.318,1956-11-16
C-001618,Ivan Georgescu,theodordiaconescu@example.org,021 889 8305,CV,Covasna,Sfantu Gheorghe,573146,0.283,0.53,0.31,0.449,0.401,1977-07-08
C-001619,Laurențiu Stancu,tabacuromeo@example.com,0732 185 630,DJ,Dolj,Craiova,467816,0.429,0.335,0.334,0.422,0.374,1954-11-07
C-001620,Vlădelina Aanei,aaneidenisa@example.org,0729 566 199,OT,Olt,Slatina,856301,0.427,0.336,0.329,0.399,0.339,1968-11-26
C-001621,Alis Mazilescu,profira18@example.com,0788 937 846,BC,Bacau,Onesti,484387,0.475,0.345,0.34,0.344,0.364,1975-03-25
C-001622,Gheorghiță Popa,tomescublanduzia@example.net,0753 260 013,TM,Timis,Lugoj,132167,0.579,0.446,0.28,0.411,0.374,1973-10-17
C-001623,Ecaterina Ardelean,gheorghiuiosif@example.com,0262 299 067,IF,Ilfov,Voluntari,374288,0.476,0.349,0.299,0.369,0.301,1963-05-08
C-001624,Brăduț Stancu,zamfira24@example.org,0767 221 559,AR,Arad,Ineu,103886,0.45,0.421,0.352,0.415,0.393,1985-05-03
C-001625,Eremia Dima,olimpiudochioiu@example.org,0253 190 533,AB,Alba,Sebes,182664,0.353,0.532,0.277,0.469,0.418,1987-11-30
C-001626,Cornel Ababei,mariucaionita@example.com,0785 484 559,DJ,Dolj,Bailesti,530956,0.449,0.394,0.344,0.32,0.384,1959-11-07
C-001627,Smaranda Dobre,enenatasa@example.org,0786 071 245,IL,Ialomita,Fetesti,929021,0.451,0.365,0.369,0.352,0.319,1994-04-09
C-001628,Loredana Diaconescu,suciuaugustin@example.org,0733 362 211,BH,Bihor,Salonta,490771,0.456,0.417,0.283,0.393,0.321,1993-06-27
C-001629,Margareta Toma,tomaraducu@example.com,0250 648 839,DJ,Dolj,Craiova,348956,0.41,0.401,0.405,0.416,0.34,1968-04-07
C-001630,Sidonia Stancu,dorudochioiu@example.net,0728 425 251,TR,Teleorman,Turnu Magurele,336150,0.387,0.362,0.375,0.348,0.302,1972-04-27
C-001631,Gheorghiță Manole,nmocanu@example.org,0750 105 080,BZB,Bucuresti,Sector 4,313890,0.674,0.297,0.23,0.337,0.334,1969-05-29
C-001632,Pavel Cristea,lucretiapop@example.com,0264 735 352,GL,Galati,Galati,697913,0.369,0.363,0.445,0.47,0.413,1964-12-07
C-001633,Irinel Ionescu,popblanduzia@example.com,0744 497 344,IS,Iasi,Iasi,199632,0.471,0.329,0.284,0.325,0.356,2002-05-09
C-001634,Anica Marin,popescuserban@example.net,0233 331 836,BV,Brasov,Fagaras,588173,0.341,0.574,0.308,0.507,0.479,1950-05-06
C-001635,Larisa Florea,lsuciu@example.com,0234 878 828,SM,Satu Mare,Satu Mare,774708,0.403,0.382,0.347,0.354,0.312,1949-05-03
C-001636,Ica Popa,mpopa@example.org,0266 862 515,SV,Suceava,Suceava,144930,0.384,0.49,0.336,0.491,0.405,1957-01-15
C-001637,Costel Ioniță,smaranda35@example.net,0258 780 189,DJ,Dolj,Bailesti,449193,0.414,0.364,0.353,0.349,0.335,2003-06-12
C-001638,Valeria Niță,sdumitrescu@example.com,0767 717 762,BZB,Bucuresti,Sector 5,217747,0.58,0.31,0.254,0.385,0.362,1985-01-02
C-001639,Octav Barbu,dinaeftimie@example.com,0247 999 466,BZB,Bucuresti,Sector 2,513970,0.656,0.31,0.211,0.348,0.331,1962-07-07
C-001640,Aureliana Tabacu,lstoica@example.org,0739 010 898,IF,Ilfov,Voluntari,938185,0.524,0.359,0.348,0.413,0.397,1967-11-04
C-001641,Luminița Stoica,standoriana@example.net,0737 521 189,VN,Vrancea,Adjud,485626,0.488,0.353,0.333,0.426,0.383,1972-07-23
C-001642,Paulica Dobre,janetagheorghiu@example.net,0758 849 979,SM,Satu Mare,Carei,413681,0.454,0.387,0.352,0.344,0.384,1969-11-30
C-001643,Henrieta Stancu,severinmarin@example.net,0737 958 281,BZB,Bucuresti,Sector 5,981988,0.732,0.361,0.216,0.386,0.331,2002-01-09
C-001644,Ioana Dinu,opreaxenia@example.net,0752 891 248,DJ,Dolj,Bailesti,864517,0.465,0.369,0.367,0.357,0.32,1981-06-18
C-001645,Teohari Suciu,dcristea@example.org,0761 984 451,SV,Suceava,Suceava,110192,0.369,0.454,0.407,0.465,0.458,1998-06-10
C-001646,Lelia Niță,hdobre@example.com,0759 112 303,BV,Brasov,Brasov,461205,0.277,0.523,0.335,0.5,0.49,1980-08-17
C-001647,Ciprian Stan,cristeapaulina@example.org,0725 781 459,BZB,Bucuresti,Sector 3,288971,0.625,0.287,0.202,0.379,0.354,1945-06-17
C-001648,Romulus Tudor,ktoma@example.org,0749 790 552,IL,Ialomita,Fetesti,994209,0.401,0.358,0.333,0.353,0.35,1982-10-24
C-001649,Bucur Stănescu,enemihnea@example.org,0726 588 070,VS,Vaslui,Vaslui,348077,0.378,0.422,0.394,0.378,0.35,1997-01-01
C-001650,Janeta Dima,amanda11@example.net,0260 910 382,SB,Sibiu,Sibiu,791011,0.278,0.615,0.289,0.484,0.37,2002-09-21
C-001651,Roza Dima,manolediaconu@example.org,0735 609 085,MH,Mehedinti,Drobeta-Turnu Severin,314244,0.201,0.168,0.282,0.256,0.19,2000-12-02
C-001652,Gheorghiță Diaconu,ionescugeta@example.org,0247 437 361,BH,Bihor,Oradea,541336,0.394,0.393,0.329,0.405,0.389,2006-04-29
C-001653,Iuliu Popescu,nemesnicolae@example.org,0749 135 896,BZB,Bucuresti,Sector 5,139802,0.711,0.308,0.22,0.385,0.342,1983-05-13
C-001654,Letiția Mazilescu,tabacuaurelian@example.net,021 585 6154,DJ,Dolj,Bailesti,451525,0.406,0.391,0.321,0.424,0.335,1975-05-02
C-001655,Constanța Tomescu,mugurelnemes@example.org,0744 792 551,TR,Teleorman,Alexandria,253164,0.367,0.354,0.343,0.401,0.308,1951-07-30
C-001656,Petruța Florea,relu02@example.net,0260 772 702,HR,Harghita,Odorheiu Secuiesc,190735,0.325,0.523,0.394,0.481,0.477,1981-10-02
C-001657,Valter Nemeș,adina53@example.com,0252 816 441,BZB,Bucuresti,Sector 1,345395,0.602,0.311,0.212,0.342,0.363,2000-04-13
C-001658,Cerasela Albu,tabacutiberia@example.com,0760 358 464,HD,Hunedoara,Petrosani,744675,0.292,0.616,0.308,0.487,0.398,1947-08-09
C-001659,Elena Albu,tudorvladimir@example.net,021 273 0427,CJ,Cluj,Turda,333880,0.574,0.479,0.245,0.342,0.331,1973-03-31
C-001660,Brăduț Dima,qdiaconescu@example.net,0263 471 893,HD,Hunedoara,Hunedoara,576395,0.296,0.588,0.333,0.376,0.475,1984-12-20
C-001661,Liana Ababei,knistor@example.org,0770 764 909,GJ,Gorj,Motru,716652,0.369,0.433,0.319,0.338,0.425,1956-07-04
C-001662,Gicu Stan,rozapreda@example.com,0780 455 135,HD,Hunedoara,Hunedoara,165848,0.288,0.468,0.311,0.364,0.417,1981-04-10
C-001663,Eufrosina Popescu,popemilia@example.org,0232 688 116,VS,Vaslui,Vaslui,443264,0.441,0.373,0.396,0.42,0.368,2001-10-16
C-001664,Angela Dumitrescu,deliastanescu@example.net,0780 818 738,BZB,Bucuresti,Sector 1,363233,0.733,0.354,0.249,0.37,0.312,1976-08-30
C-001665,Vasilică Mazilescu,uene@example.org,0257 647 704,NT,Neamt,Piatra Neamt,974615,0.394,0.471,0.326,0.425,0.399,1951-02-07
C-001666,Agripina Suciu,tabacubeatrice@example.com,0254 860 282,BC,Bacau,Onesti,259391,0.516,0.441,0.432,0.42,0.346,1971-08-18
C-001667,Timea Georgescu,albuharalambie@example.org,0721 231 905,CV,Covasna,Sfantu Gheorghe,517411,0.255,0.612,0.318,0.463,0.415,1975-04-29
C-001668,Erica Aanei,zoegheorghiu@example.org,0232 079 419,IF,Ilfov,Voluntari,502852,0.525,0.344,0.397,0.392,0.356,1959-04-29
C-001669,Noemi Mocanu,stancubebe@example.org,0724 794 122,CL,Calarasi,Calarasi,896274,0.442,0.388,0.509,0.372,0.39,1995-10-08
C-001670,Leontin Pop,stanescuvictoria@example.net,0741 726 496,VN,Vrancea,Focsani,111716,0.371,0.355,0.338,0.365,0.453,1958-08-13
C-001671,Ilona Mocanu,popescufloarea@example.org,0253 404 326,AR,Arad,Ineu,981771,0.456,0.343,0.325,0.388,0.324,1951-06-21
C-001672,Iustinian Tabacu,albudaciana@example.com,0767 861 630,PH,Prahova,Campina,159688,0.532,0.389,0.298,0.359,0.428,1977-01-01
C-001673,Floarea Stan,cristian20@example.org,0234 095 366,MS,Mures,Sighisoara,370330,0.321,0.439,0.318,0.456,0.403,1993-10-12
C-001674,Caterina Stoica,eremianistor@example.net,0744 005 779,IF,Ilfov,Chitila,439459,0.498,0.321,0.398,0.356,0.395,1965-12-26
C-001675,Bogdana Diaconescu,iflorea@example.com,0742 007 397,MM,Maramures,Baia Mare,764330,0.34,0.528,0.331,0.393,0.435,1950-10-10
C-001676,Angela Tomescu,kdobre@example.org,0243 386 908,TR,Teleorman,Alexandria,415324,0.44,0.395,0.351,0.327,0.315,1976-11-05
C-001677,Victor Nemeș,ldinu@example.org,0233 454 617,BZB,Bucuresti,Sector 3,281210,0.695,0.282,0.209,0.305,0.332,1952-03-27
C-001678,Liviu Barbu,daanei@example.com,0269 360 234,BC,Bacau,Bacau,198802,0.498,0.442,0.397,0.358,0.403,1964-08-19
C-001679,Iosefina Mocanu,cristeanicoara@example.org,0248 523 941,BZB,Bucuresti,Sector 4,510960,0.708,0.36,0.229,0.304,0.325,1954-05-06
C-001680,Niculiță Gheorghiu,vladelinaoprea@example.com,0253 690 326,GL,Galati,Tecuci,346589,0.413,0.422,0.452,0.385,0.359,1988-05-05
C-001681,Saveta Diaconescu,dimaremus@example.com,0240 794 802,SJ,Salaj,Zalau,592048,0.322,0.411,0.373,0.412,0.393,1963-01-31
C-001682,Vasilica Stănescu,hmazilescu@example.com,0234 211 915,DB,Dambovita,Gaesti,337965,0.418,0.406,0.382,0.336,0.352,1981-03-25
C-001683,Henrieta Niță,wnistor@example.net,0266 986 478,BC,Bacau,Moinesti,455719,0.512,0.356,0.436,0.342,0.384,1973-10-23
C-001684,Eliana Eftimie,dnemes@example.org,0757 844 740,CV,Covasna,Targu Secuiesc,827448,0.259,0.674,0.36,0.468,0.442,1979-06-22
C-001685,Codruț Tudor,kcristea@example.org,0743 074 992,GR,Giurgiu,Giurgiu,435440,0.461,0.36,0.425,0.458,0.348,1950-07-10
C-001686,Roberta Albu,nistorpatricia@example.net,0735 836 923,AB,Alba,Sebes,543649,0.307,0.539,0.277,0.412,0.421,1998-02-18
C-001687,Maia Gheorghiu,ggheorghiu@example.com,0264 708 213,BZB,Bucuresti,Sector 5,742073,0.72,0.284,0.21,0.359,0.352,1983-10-02
C-001688,Semenica Gheorghiu,iris20@example.org,0238 237 205,DB,Dambovita,Targoviste,204665,0.356,0.392,0.409,0.37,0.388,2006-02-10
C-001689,Adela Eftimie,aaneiaurica@example.org,0232 886 346,MS,Mures,Sighisoara,558590,0.4,0.56,0.281,0.355,0.348,1975-07-18
C-001690,Oliviu Diaconu,aaanei@example.net,0759 991 141,DJ,Dolj,Bailesti,884433,0.487,0.399,0.402,0.361,0.321,1972-04-30
C-001691,Anabela Stănescu,nemespamela@example.net,0726 232 737,GR,Giurgiu,Giurgiu,466719,0.408,0.358,0.542,0.476,0.386,1995-03-11
C-001692,Romulus Albu,aida85@example.com,0746 186 746,CT,Constanta,Mangalia,986280,0.43,0.239,0.641,0.661,0.3,1961-05-10
C-001693,Aura Ababei,gstanescu@example.com,0730 336 113,BN,Bistrita-Nasaud,Bistrita,447424,0.145,0.342,0.177,0.212,0.219,1975-01-06
C-001694,Daciana Pușcașu,manoleartemisa@example.net,0727 854 582,SM,Satu Mare,Carei,605961,0.398,0.408,0.338,0.368,0.396,1996-05-08
C-001695,Flora Ababei,tomaharalamb@example.net,0231 153 534,VS,Vaslui,Barlad,963884,0.394,0.388,0.371,0.424,0.407,1972-10-13
C-001696,Andra Oprea,mirceastoica@example.net,0711 449 466,IF,Ilfov,Otopeni,608378,0.536,0.313,0.335,0.407,0.33,1974-09-27
C-001697,Aurica Diaconescu,stancucasiana@example.com,0722 028 182,TL,Tulcea,Tulcea,840816,0.374,0.273,0.714,0.57,0.399,2007-05-03
C-001698,Veniamin Ene,moprea@example.com,021 262 0858,CJ,Cluj,Cluj-Napoca,514890,0.501,0.406,0.264,0.365,0.358,2005-01-23
C-001699,Gelu Georgescu,cristeapop@example.org,0764 364 235,CS,Caras-Severin,Caransebes,454469,0.129,0.328,0.194,0.208,0.216,1975-08-12
C-001700,Agripina Ionescu,dobreruxandra@example.org,0788 828 518,CJ,Cluj,Turda,342276,0.464,0.488,0.272,0.332,0.429,1952-08-05
C-001701,Caterina Toma,tomaleonard@example.com,0742 046 100,CL,Calarasi,Calarasi,918859,0.424,0.376,0.483,0.364,0.298,1976-04-21
C-001702,Lorelei Ardelean,ligianistor@example.org,0236 128 382,CL,Calarasi,Oltenita,149047,0.398,0.352,0.488,0.448,0.355,1975-11-15
C-001703,Andra Cristea,dumitrescucostache@example.net,0733 615 120,VS,Vaslui,Vaslui,823750,0.448,0.377,0.353,0.422,0.419,1989-04-01
C-001704,Iustin Mocanu,popescuviorica@example.com,0771 534 460,IF,Ilfov,Otopeni,898867,0.434,0.335,0.368,0.325,0.333,2004-04-02
C-001705,Victor Dochioiu,opreaoctavian@example.org,0723 460 191,TM,Timis,Timisoara,135179,0.475,0.35,0.253,0.452,0.385,1967-05-05
C-001706,Aglaia Mocanu,ntoma@example.net,0269 724 358,AG,Arges,Pitesti,979594,0.439,0.391,0.327,0.409,0.348,1973-05-24
C-001707,Florian Nistor,kdobre@example.com,0731 127 267,IF,Ilfov,Chitila,392283,0.438,0.367,0.333,0.325,0.399,1944-12-11
C-001708,Beniamin Nemeș,nicodimdinu@example.org,0265 197 687,CT,Constanta,Medgidia,883595,0.347,0.236,0.643,0.538,0.398,1979-06-08
C-001709,Sergiu Ionescu,fpop@example.net,0250 903 500,BV,Brasov,Sacele,828648,0.271,0.628,0.402,0.497,0.515,1972-10-10
C-001710,Haralamb Ioniță,estoica@example.com,0248 235 434,CJ,Cluj,Turda,366386,0.477,0.476,0.268,0.394,0.419,1948-05-03
C-001711,Benone Nemeș,hdinu@example.org,0241 564 952,BZB,Bucuresti,Sector 6,351104,0.67,0.353,0.206,0.322,0.356,1968-12-22
C-001712,Narcis Dochioiu,nistorsorana@example.net,0265 411 197,OT,Olt,Caracal,151584,0.368,0.373,0.409,0.413,0.368,1997-05-13
C-001713,Lică Stancu,puscasucatalina@example.com,0261 063 435,PH,Prahova,Campina,115102,0.476,0.393,0.308,0.394,0.394,1990-10-08
C-001714,Ghenadie Preda,barbutodor@example.net,0265 968 066,TM,Timis,Timisoara,221093,0.536,0.368,0.278,0.428,0.35,1962-05-11
C-001715,Teona Diaconescu,albucornelia@example.org,0250 543 412,TL,Tulcea,Tulcea,762512,0.417,0.248,0.714,0.577,0.34,1961-07-03
C-001716,Dorli Nistor,ionitaroxana@example.net,0748 603 721,SB,Sibiu,Medias,277968,0.369,0.581,0.372,0.393,0.388,1993-03-29
C-001717,Aurica Ardelean,dobreaurica@example.net,0255 197 899,BV,Brasov,Brasov,967950,0.304,0.526,0.321,0.448,0.461,1985-10-25
