customer_id,full_name,email,phone,county_code,county_name,city,postal_code,crime_risk,hail_risk,flood_risk,wind_risk,fire_risk,dist_fire_station_km,dist_hydrant_km,dist_police_km,dist_coast_km,dist_danube_km,dob
C-001625,Eremia Dima,olimpiudochioiu@example.org,0253 190 533,AB,Alba,Sebes,182664,0.353,0.532,0.277,0.469,0.418,1.61,4.78,0.71,571.73,328.06,1987-11-29
C-001626,Cornel Ababei,mariucaionita@example.com,0785 484 559,DJ,Dolj,Bailesti,530956,0.449,0.394,0.344,0.32,0.384,0.17,7.5,1.89,223.88,318.91,1959-11-06
C-001627,Smaranda Dobre,enenatasa@example.org,0786 071 245,IL,Ialomita,Fetesti,929021,0.451,0.365,0.369,0.352,0.319,0.63,3.53,13.62,164.53,231.3,1994-04-08
C-001628,Loredana Diaconescu,suciuaugustin@example.org,0733 362 211,BH,Bihor,Salonta,490771,0.456,0.417,0.283,0.393,0.321,0.26,1.03,4.9,280.4,328.02,1993-06-26
C-001629,Margareta Toma,tomaraducu@example.com,0250 648 839,DJ,Dolj,Craiova,348956,0.41,0.401,0.405,0.416,0.34,0.58,1.39,18.0,382.55,347.12,1968-04-06
C-001630,Sidonia Stancu,dorudochioiu@example.net,0728 425 251,TR,Teleorman,Turnu Magurele,336150,0.387,0.362,0.375,0.348,0.302,1.04,5.92,5.36,592.0,344.35,1972-04-26
C-001631,Gheorghiță Manole,nmocanu@example.org,0750 105 080,BZB,Bucuresti,Sector 4,313890,0.674,0.297,0.23,0.337,0.334,0.08,0.48,2.8,201.83,301.78,1969-05-28
C-001632,Pavel Cristea,lucretiapop@example.com,0264 735 352,GL,Galati,Galati,697913,0.369,0.363,0.445,0.47,0.413,0.24,0.95,6.27,482.86,4.58,1964-12-06
C-001633,Irinel Ionescu,popblanduzia@example.com,0744 497 344,IS,Iasi,Iasi,199632,0.471,0.329,0.284,0.325,0.356,0.42,0.22,1.67,144.6,164.23,2002-05-08
C-001634,Anica Marin,popescuserban@example.net,0233 331 836,BV,Brasov,Fagaras,588173,0.341,0.574,0.308,0.507,0.479,0.28,4.32,3.92,470.96,286.27,1950-05-05
C-001635,Larisa Florea,lsuciu@example.com,0234 878 828,SM,Satu Mare,Satu Mare,774708,0.403,0.382,0.347,0.354,0.312,0.21,7.5,5.21,143.27,171.8,1949-05-02
C-001636,Ica Popa,mpopa@example.org,0266 862 515,SV,Suceava,Suceava,144930,0.384,0.49,0.336,0.491,0.405,0.14,7.5,13.99,222.49,129.84,1957-01-14
C-001637,Costel Ioniță,smaranda35@example.net,0258 780 189,DJ,Dolj,Bailesti,449193,0.414,0.364,0.353,0.349,0.335,0.05,7.5,2.21,345.63,269.45,2003-06-11
C-001638,Valeria Niță,sdumitrescu@example.com,0767 717 762,BZB,Bucuresti,Sector 5,217747,0.58,0.31,0.254,0.385,0.362,0.2,0.19,1.62,486.0,243.2,1985-01-01
C-001639,Octav Barbu,dinaeftimie@example.com,0247 999 466,BZB,Bucuresti,Sector 2,513970,0.656,0.31,0.211,0.348,0.331,0.52,0.94,0.11,429.82,85.21,1962-07-06
C-001640,Aureliana Tabacu,lstoica@example.org,0739 010 898,IF,Ilfov,Voluntari,938185,0.524,0.359,0.348,0.413,0.397,0.19,0.3,12.81,511.22,141.18,1967-11-03
C-001641,Luminița Stoica,standoriana@example.net,0737 521 189,VN,Vrancea,Adjud,485626,0.488,0.353,0.333,0.426,0.383,0.05,0.51,11.07,171.16,94.25,1972-07-22
C-001642,Paulica Dobre,janetagheorghiu@example.net,0758 849 979,SM,Satu Mare,Carei,413681,0.454,0.387,0.352,0.344,0.384,0.25,3.68,8.68,457.29,129.38,1969-11-29
C-001643,Henrieta Stancu,severinmarin@example.net,0737 958 281,BZB,Bucuresti,Sector 5,981988,0.732,0.361,0.216,0.386,0.331,0.05,0.19,2.88,532.73,352.9,2002-01-08
C-001644,Ioana Dinu,opreaxenia@example.net,0752 891 248,DJ,Dolj,Bailesti,864517,0.465,0.369,0.367,0.357,0.32,1.05,1.29,3.72,522.16,326.3,1981-06-17
C-001645,Teohari Suciu,dcristea@example.org,0761 984 451,SV,Suceava,Suceava,110192,0.369,0.454,0.407,0.465,0.458,0.92,4.84,6.62,170.5,46.13,1998-06-09
C-001646,Lelia Niță,hdobre@example.com,0759 112 303,BV,Brasov,Brasov,461205,0.277,0.523,0.335,0.5,0.49,0.07,2.61,7.11,584.33,167.88,1980-08-16
C-001647,Ciprian Stan,cristeapaulina@example.org,0725 781 459,BZB,Bucuresti,Sector 3,288971,0.625,0.287,0.202,0.379,0.354,0.19,0.48,2.39,382.4,346.12,1945-06-16
C-001648,Romulus Tudor,ktoma@example.org,0749 790 552,IL,Ialomita,Fetesti,994209,0.401,0.358,0.333,0.353,0.35,0.06,0.37,7.84,138.13,87.04,1982-10-23
C-001649,Bucur Stănescu,enemihnea@example.org,0726 588 070,VS,Vaslui,Vaslui,348077,0.378,0.422,0.394,0.378,0.35,0.23,4.94,10.99,108.34,304.78,1996-12-31
C-001650,Janeta Dima,amanda11@example.net,0260 910 382,SB,Sibiu,Sibiu,791011,0.278,0.615,0.289,0.484,0.37,1.51,3.46,5.25,99.56,264.05,2002-09-20
C-001651,Roza Dima,manolediaconu@example.org,0735 609 085,MH,Mehedinti,Drobeta-Turnu Severin,314244,0.201,0.168,0.282,0.256,0.19,1.02,7.5,18.0,551.59,2.03,2000-12-01
C-001652,Gheorghiță Diaconu,ionescugeta@example.org,0247 437 361,BH,Bihor,Oradea,541336,0.394,0.393,0.329,0.405,0.389,0.26,2.04,5.0,240.82,32.37,2006-04-28
C-001653,Iuliu Popescu,nemesnicolae@example.org,0749 135 896,BZB,Bucuresti,Sector 5,139802,0.711,0.308,0.22,0.385,0.342,0.06,0.48,1.48,307.64,259.48,1983-05-12
C-001654,Letiția Mazilescu,tabacuaurelian@example.net,021 585 6154,DJ,Dolj,Bailesti,451525,0.406,0.391,0.321,0.424,0.335,0.24,7.5,1.67,452.66,175.2,1975-05-01
C-001655,Constanța Tomescu,mugurelnemes@example.org,0744 792 551,TR,Teleorman,Alexandria,253164,0.367,0.354,0.343,0.401,0.308,0.06,4.41,1.61,144.09,38.55,1951-07-29
C-001656,Petruța Florea,relu02@example.net,0260 772 702,HR,Harghita,Odorheiu Secuiesc,190735,0.325,0.523,0.394,0.481,0.477,0.06,0.8,5.45,251.49,130.89,1981-10-01
C-001657,Valter Nemeș,adina53@example.com,0252 816 441,BZB,Bucuresti,Sector 1,345395,0.602,0.311,0.212,0.342,0.363,0.33,0.1,0.94,192.92,146.8,2000-04-12
C-001658,Cerasela Albu,tabacutiberia@example.com,0760 358 464,HD,Hunedoara,Petrosani,744675,0.292,0.616,0.308,0.487,0.398,0.57,2.99,18.0,472.05,246.83,1947-08-08
C-001659,Elena Albu,tudorvladimir@example.net,021 273 0427,CJ,Cluj,Turda,333880,0.574,0.479,0.245,0.342,0.331,0.1,0.57,0.6,585.4,134.24,1973-03-30
C-001660,Brăduț Dima,qdiaconescu@example.net,0263 471 893,HD,Hunedoara,Hunedoara,576395,0.296,0.588,0.333,0.376,0.475,0.27,4.0,2.02,203.53,148.13,1984-12-19
C-001661,Liana Ababei,knistor@example.org,0770 764 909,GJ,Gorj,Motru,716652,0.369,0.433,0.319,0.338,0.425,0.79,1.58,18.0,537.68,292.9,1956-07-03
C-001662,Gicu Stan,rozapreda@example.com,0780 455 135,HD,Hunedoara,Hunedoara,165848,0.288,0.468,0.311,0.364,0.417,0.23,7.5,18.0,589.51,194.51,1981-04-09
C-001663,Eufrosina Popescu,popemilia@example.org,0232 688 116,VS,Vaslui,Vaslui,443264,0.441,0.373,0.396,0.42,0.368,1.45,2.71,10.59,539.14,299.85,2001-10-15
C-001664,Angela Dumitrescu,deliastanescu@example.net,0780 818 738,BZB,Bucuresti,Sector 1,363233,0.733,0.354,0.249,0.37,0.312,0.68,0.14,2.19,153.81,186.21,1976-08-29
C-001665,Vasilică Mazilescu,uene@example.org,0257 647 704,NT,Neamt,Piatra Neamt,974615,0.394,0.471,0.326,0.425,0.399,0.24,2.99,10.84,81.56,205.66,1951-02-06
C-001666,Agripina Suciu,tabacubeatrice@example.com,0254 860 282,BC,Bacau,Onesti,259391,0.516,0.441,0.432,0.42,0.346,0.23,5.61,14.63,87.12,123.4,1971-08-17
C-001667,Timea Georgescu,albuharalambie@example.org,0721 231 905,CV,Covasna,Sfantu Gheorghe,517411,0.255,0.612,0.318,0.463,0.415,0.09,7.5,9.96,504.65,106.38,1975-04-28
C-001668,Erica Aanei,zoegheorghiu@example.org,0232 079 419,IF,Ilfov,Voluntari,502852,0.525,0.344,0.397,0.392,0.356,0.1,2.49,2.96,477.28,373.59,1959-04-28
C-001669,Noemi Mocanu,stancubebe@example.org,0724 794 122,CL,Calarasi,Calarasi,896274,0.442,0.388,0.509,0.372,0.39,0.21,7.5,8.14,345.91,11.0,1995-10-07
C-001670,Leontin Pop,stanescuvictoria@example.net,0741 726 496,VN,Vrancea,Focsani,111716,0.371,0.355,0.338,0.365,0.453,0.62,3.3,9.61,383.41,346.31,1958-08-12
C-001671,Ilona Mocanu,popescufloarea@example.org,0253 404 326,AR,Arad,Ineu,981771,0.456,0.343,0.325,0.388,0.324,0.35,1.28,8.13,527.62,260.11,1951-06-20
C-001672,Iustinian Tabacu,albudaciana@example.com,0767 861 630,PH,Prahova,Campina,159688,0.532,0.389,0.298,0.359,0.428,0.45,0.92,1.53,423.66,290.55,1976-12-31
C-001673,Floarea Stan,cristian20@example.org,0234 095 366,MS,Mures,Sighisoara,370330,0.321,0.439,0.318,0.456,0.403,0.65,6.49,3.65,565.08,35.76,1993-10-11
C-001674,Caterina Stoica,eremianistor@example.net,0744 005 779,IF,Ilfov,Chitila,439459,0.498,0.321,0.398,0.356,0.395,0.29,4.52,1.94,446.33,244.41,1965-12-25
C-001675,Bogdana Diaconescu,iflorea@example.com,0742 007 397,MM,Maramures,Baia Mare,764330,0.34,0.528,0.331,0.393,0.435,0.4,7.5,1.31,521.48,289.79,1950-10-09
C-001676,Angela Tomescu,kdobre@example.org,0243 386 908,TR,Teleorman,Alexandria,415324,0.44,0.395,0.351,0.327,0.315,0.48,2.22,10.93,236.77,222.91,1976-11-04
C-001677,Victor Nemeș,ldinu@example.org,0233 454 617,BZB,Bucuresti,Sector 3,281210,0.695,0.282,0.209,0.305,0.332,0.23,0.8,1.45,572.54,141.57,1952-03-26
C-001678,Liviu Barbu,daanei@example.com,0269 360 234,BC,Bacau,Bacau,198802,0.498,0.442,0.397,0.358,0.403,0.33,1.59,10.01,588.75,100.33,1964-08-18
C-001679,Iosefina Mocanu,cristeanicoara@example.org,0248 523 941,BZB,Bucuresti,Sector 4,510960,0.708,0.36,0.229,0.304,0.325,0.41,0.67,1.99,205.33,336.51,1954-05-05
C-001680,Niculiță Gheorghiu,vladelinaoprea@example.com,0253 690 326,GL,Galati,Tecuci,346589,0.413,0.422,0.452,0.385,0.359,0.1,6.84,6.4,182.14,10.07,1988-05-04
C-001681,Saveta Diaconescu,dimaremus@example.com,0240 794 802,SJ,Salaj,Zalau,592048,0.322,0.411,0.373,0.412,0.393,0.66,3.85,2.78,372.01,30.52,1963-01-30
C-001682,Vasilica Stănescu,hmazilescu@example.com,0234 211 915,DB,Dambovita,Gaesti,337965,0.418,0.406,0.382,0.336,0.352,0.05,6.86,15.44,495.45,171.34,1981-03-24
C-001683,Henrieta Niță,wnistor@example.net,0266 986 478,BC,Bacau,Moinesti,455719,0.512,0.356,0.436,0.342,0.384,0.09,0.35,10.91,387.38,198.58,1973-10-22
C-001684,Eliana Eftimie,dnemes@example.org,0757 844 740,CV,Covasna,Targu Secuiesc,827448,0.259,0.674,0.36,0.468,0.442,0.08,1.62,18.0,363.93,201.72,1979-06-21
C-001685,Codruț Tudor,kcristea@example.org,0743 074 992,GR,Giurgiu,Giurgiu,435440,0.461,0.36,0.425,0.458,0.348,0.18,2.47,8.58,307.44,7.81,1950-07-09
C-001686,Roberta Albu,nistorpatricia@example.net,0735 836 923,AB,Alba,Sebes,543649,0.307,0.539,0.277,0.412,0.421,0.51,1.07,9.33,525.49,261.51,1998-02-17
C-001687,Maia Gheorghiu,ggheorghiu@example.com,0264 708 213,BZB,Bucuresti,Sector 5,742073,0.72,0.284,0.21,0.359,0.352,0.16,0.29,2.31,402.6,397.48,1983-10-01
C-001688,Semenica Gheorghiu,iris20@example.org,0238 237 205,DB,Dambovita,Targoviste,204665,0.356,0.392,0.409,0.37,0.388,0.08,6.26,6.5,323.67,189.28,2006-02-09
C-001689,Adela Eftimie,aaneiaurica@example.org,0232 886 346,MS,Mures,Sighisoara,558590,0.4,0.56,0.281,0.355,0.348,0.23,0.43,4.17,474.54,339.23,1975-07-17
C-001690,Oliviu Diaconu,aaanei@example.net,0759 991 141,DJ,Dolj,Bailesti,884433,0.487,0.399,0.402,0.361,0.321,1.07,0.78,18.0,500.71,216.89,1972-04-29
C-001691,Anabela Stănescu,nemespamela@example.net,0726 232 737,GR,Giurgiu,Giurgiu,466719,0.408,0.358,0.542,0.476,0.386,0.28,2.37,11.39,332.75,17.62,1995-03-10
C-001692,Romulus Albu,aida85@example.com,0746 186 746,CT,Constanta,Mangalia,986280,0.43,0.239,0.641,0.661,0.3,0.14,5.87,18.0,18.69,1.82,1961-05-09
C-001693,Aura Ababei,gstanescu@example.com,0730 336 113,BN,Bistrita-Nasaud,Bistrita,447424,0.145,0.342,0.177,0.212,0.219,0.86,2.4,0.58,504.62,249.33,1975-01-05
C-001694,Daciana Pușcașu,manoleartemisa@example.net,0727 854 582,SM,Satu Mare,Carei,605961,0.398,0.408,0.338,0.368,0.396,0.16,6.23,17.87,151.25,83.48,1996-05-07
C-001695,Flora Ababei,tomaharalamb@example.net,0231 153 534,VS,Vaslui,Barlad,963884,0.394,0.388,0.371,0.424,0.407,0.17,2.02,6.91,421.47,337.09,1972-10-12
C-001696,Andra Oprea,mirceastoica@example.net,0711 449 466,IF,Ilfov,Otopeni,608378,0.536,0.313,0.335,0.407,0.33,0.55,3.5,9.93,237.57,80.57,1974-09-26
C-001697,Aurica Diaconescu,stancucasiana@example.com,0722 028 182,TL,Tulcea,Tulcea,840816,0.374,0.273,0.714,0.57,0.399,0.74,7.5,18.0,8.61,23.63,2007-05-02
C-001698,Veniamin Ene,moprea@example.com,021 262 0858,CJ,Cluj,Cluj-Napoca,514890,0.501,0.406,0.264,0.365,0.358,0.08,0.98,1.96,341.81,218.41,2005-01-22
C-001699,Gelu Georgescu,cristeapop@example.org,0764 364 235,CS,Caras-Severin,Caransebes,454469,0.129,0.328,0.194,0.208,0.216,0.44,4.32,2.47,115.77,147.48,1975-08-11
C-001700,Agripina Ionescu,dobreruxandra@example.org,0788 828 518,CJ,Cluj,Turda,342276,0.464,0.488,0.272,0.332,0.429,0.1,0.28,2.04,457.09,126.36,1952-08-04
C-001701,Caterina Toma,tomaleonard@example.com,0742 046 100,CL,Calarasi,Calarasi,918859,0.424,0.376,0.483,0.364,0.298,0.12,4.27,6.3,414.21,17.52,1976-04-20
C-001702,Lorelei Ardelean,ligianistor@example.org,0236 128 382,CL,Calarasi,Oltenita,149047,0.398,0.352,0.488,0.448,0.355,0.16,2.74,8.27,154.36,6.54,1975-11-14
C-001703,Andra Cristea,dumitrescucostache@example.net,0733 615 120,VS,Vaslui,Vaslui,823750,0.448,0.377,0.353,0.422,0.419,0.42,5.04,4.72,292.35,311.75,1989-03-31
C-001704,Iustin Mocanu,popescuviorica@example.com,0771 534 460,IF,Ilfov,Otopeni,898867,0.434,0.335,0.368,0.325,0.333,0.37,7.5,9.28,435.82,170.55,2004-04-01
C-001705,Victor Dochioiu,opreaoctavian@example.org,0723 460 191,TM,Timis,Timisoara,135179,0.475,0.35,0.253,0.452,0.385,0.13,0.59,1.99,90.39,355.65,1967-05-04
C-001706,Aglaia Mocanu,ntoma@example.net,0269 724 358,AG,Arges,Pitesti,979594,0.439,0.391,0.327,0.409,0.348,6.4,7.5,18.0,442.25,146.94,1973-05-23
C-001707,Florian Nistor,kdobre@example.com,0731 127 267,IF,Ilfov,Chitila,392283,0.438,0.367,0.333,0.325,0.399,0.15,3.01,17.96,485.12,130.8,1944-12-10
C-001708,Beniamin Nemeș,nicodimdinu@example.org,0265 197 687,CT,Constanta,Medgidia,883595,0.347,0.236,0.643,0.538,0.398,0.19,3.87,6.77,4.14,6.17,1979-06-07
C-001709,Sergiu Ionescu,fpop@example.net,0250 903 500,BV,Brasov,Sacele,828648,0.271,0.628,0.402,0.497,0.515,0.16,7.5,5.5,149.1,314.26,1972-10-09
C-001710,Haralamb Ioniță,estoica@example.com,0248 235 434,CJ,Cluj,Turda,366386,0.477,0.476,0.268,0.394,0.419,0.05,0.44,1.95,113.93,39.27,1948-05-02
C-001711,Benone Nemeș,hdinu@example.org,0241 564 952,BZB,Bucuresti,Sector 6,351104,0.67,0.353,0.206,0.322,0.356,0.35,0.1,1.51,369.27,31.79,1968-12-21
C-001712,Narcis Dochioiu,nistorsorana@example.net,0265 411 197,OT,Olt,Caracal,151584,0.368,0.373,0.409,0.413,0.368,0.11,1.47,2.89,294.99,217.3,1997-05-12
C-001713,Lică Stancu,puscasucatalina@example.com,0261 063 435,PH,Prahova,Campina,115102,0.476,0.393,0.308,0.394,0.394,0.24,0.92,2.93,411.2,226.47,1990-10-07
C-001714,Ghenadie Preda,barbutodor@example.net,0265 968 066,TM,Timis,Timisoara,221093,0.536,0.368,0.278,0.428,0.35,0.11,1.01,0.13,97.07,304.35,1962-05-10
C-001715,Teona Diaconescu,albucornelia@example.org,0250 543 412,TL,Tulcea,Tulcea,762512,0.417,0.248,0.714,0.577,0.34,0.43,0.65,2.25,13.28,13.1,1961-07-02
C-001716,Dorli Nistor,ionitaroxana@example.net,0748 603 721,SB,Sibiu,Medias,277968,0.369,0.581,0.372,0.393,0.388,0.82,6.05,5.21,416.17,359.36,1993-03-28
C-001717,Aurica Ardelean,dobreaurica@example.net,0255 197 899,BV,Brasov,Brasov,967950,0.304,0.526,0.321,0.448,0.461,0.25,5.13,2.74,121.45,157.54,1985-10-24
C-001718,Clarisa Cristea,alinaaanei@example.org,0268 713 171,AR,Arad,Ineu,471311,0.351,0.374,0.3,0.448,0.391,1.09,7.5,4.56,494.45,53.84,1984-10-23
C-001719,Vasilică Stancu,aristita16@example.org,0780 590 841,SB,Sibiu,Medias,960974,0.301,0.51,0.33,0.45,0.382,0.48,3.73,18.0,121.81,383.17,1984-04-11
C-001720,Ștefan Pop,xmarin@example.org,0726 113 753,BZB,Bucuresti,Sector 2,729181,0.612,0.341,0.245,0.31,0.358,0.39,0.92,1.64,161.09,189.45,1967-08-31
C-001721,Draga Ababei,jdobre@example.net,0729 780 727,NT,Neamt,Roman,176340,0.419,0.449,0.356,0.49,0.414,0.07,7.5,4.95,550.16,73.64,1985-06-05
C-001722,Luiza Pop,nistoraurica@example.com,0233 881 972,OT,Olt,Caracal,921750,0.468,0.38,0.32,0.37,0.31,1.29,4.65,4.93,277.01,76.38,1953-07-07
C-001723,Panagachie Stănescu,melina77@example.org,0747 375 307,VL,Valcea,Ramnicu Valcea,750408,0.35,0.378,0.4,0.311,0.365,0.1,1.87,14.68,265.45,274.07,2004-06-14
C-001724,Martin Diaconescu,dochioiufabiana@example.net,0231 855 780,AR,Arad,Ineu,368338,0.354,0.374,0.287,0.345,0.401,0.1,3.02,7.07,585.72,37.81,1945-09-08
C-001725,Vasile Georgescu,dafinadima@example.org,0768 221 690,BT,Botosani,Botosani,362092,0.425,0.427,0.326,0.376,0.351,0.52,2.59,7.55,491.83,219.04,1998-05-26
C-001726,Petrică Tudor,lucian57@example.com,0768 706 751,BZB,Bucuresti,Sector 6,166727,0.632,0.335,0.246,0.391,0.397,0.43,0.74,2.9,558.52,330.04,1974-06-01
C-001727,Matilda Stoica,cristoforcristea@example.com,0237 164 261,IS,Iasi,Iasi,669428,0.492,0.364,0.29,0.326,0.421,0.13,1.35,1.43,165.61,227.41,1944-12-25
C-001728,Aida Eftimie,mocanuantonie@example.net,0759 424 319,SB,Sibiu,Sibiu,405489,0.324,0.603,0.366,0.464,0.483,0.22,2.38,12.41,508.02,268.14,1981-04-22
C-001729,Nichifor Dima,noemiionescu@example.net,0238 300 416,TM,Timis,Sannicolau Mare,166754,0.558,0.42,0.238,0.395,0.301,0.52,0.25,1.72,156.85,343.61,1985-07-24
C-001730,Alida Manole,albudan@example.org,0766 167 586,IL,Ialomita,Slobozia,760802,0.432,0.366,0.379,0.382,0.376,0.07,1.59,5.62,266.43,147.26,1992-03-14
C-001731,Antoniu Florea,tudorleontin@example.org,0269 811 050,VL,Valcea,Dragasani,522729,0.392,0.485,0.328,0.362,0.33,0.22,5.36,0.5,298.15,119.54,2000-06-30
C-001732,Octaviana Popescu,mirona27@example.net,0744 615 738,PH,Prahova,Campina,943325,0.503,0.439,0.343,0.337,0.421,0.1,0.26,2.93,540.7,311.63,1967-08-13
C-001733,Dimitrina Dima,cbarbu@example.com,0761 123 959,TM,Timis,Sannicolau Mare,247063,0.497,0.457,0.288,0.433,0.388,0.18,1.0,1.06,210.58,224.26,1978-07-22
C-001734,Tamara Mocanu,cezaranemes@example.net,0235 972 360,GL,Galati,Galati,358296,0.474,0.383,0.484,0.425,0.424,0.1,2.91,2.48,219.51,12.82,1955-02-17
C-001735,Profira Niță,ilarionnita@example.com,0752 205 171,HR,Harghita,Odorheiu Secuiesc,457606,0.297,0.612,0.369,0.424,0.421,0.73,3.8,2.49,589.23,336.44,1946-07-17
C-001736,Lavinia Ardelean,hpop@example.com,0785 478 370,BN,Bistrita-Nasaud,Nasaud,493424,0.132,0.343,0.162,0.228,0.207,0.77,5.4,15.35,184.47,311.98,1959-06-02
C-001737,Fiodor Manole,doinapuscasu@example.org,0253 741 485,NT,Neamt,Roman,337272,0.32,0.568,0.369,0.414,0.372,0.14,1.35,5.92,448.2,297.69,1992-09-14
C-001738,Iolanda Nemeș,dobreotilia@example.org,0761 468 627,IS,Iasi,Iasi,270934,0.632,0.351,0.282,0.322,0.355,0.06,1.04,0.41,424.1,300.21,1957-05-03
C-001739,Aristița Oprea,casian42@example.org,0750 632 713,IS,Iasi,Iasi,890728,0.534,0.353,0.286,0.382,0.372,0.09,0.76,1.64,168.32,309.85,1967-09-14
C-001740,Lorin Nistor,snistor@example.org,0764 923 868,BC,Bacau,Bacau,189298,0.421,0.458,0.397,0.413,0.417,0.33,2.14,18.0,378.12,196.26,2001-07-26
C-001741,Pompiliu Ardelean,andra48@example.net,0768 932 055,MS,Mures,Targu Mures,915847,0.3,0.531,0.331,0.403,0.441,0.1,2.85,2.73,243.85,358.57,1997-08-02
C-001742,Mirona Aanei,alistarvoinea@example.net,0727 273 961,CJ,Cluj,Turda,100421,0.521,0.403,0.312,0.34,0.4,0.41,0.9,0.46,524.35,266.24,2006-04-04
C-001743,Panagachie Oprea,mirabela05@example.org,0730 567 078,VN,Vrancea,Adjud,803738,0.463,0.354,0.341,0.355,0.45,0.06,0.36,3.89,341.57,81.46,1985-03-14
C-001744,Georgian Marin,gratiandobre@example.com,0239 903 842,SV,Suceava,Falticeni,552411,0.405,0.53,0.416,0.402,0.374,1.08,2.03,18.0,306.04,301.89,2002-03-11
C-001745,Emilian Eftimie,elodia73@example.org,0237 222 711,HR,Harghita,Miercurea Ciuc,316980,0.303,0.649,0.323,0.53,0.479,0.15,0.2,5.58,599.58,385.59,1996-07-05
C-001746,Dorinel Mocanu,mnita@example.org,0755 162 042,AR,Arad,Lipova,855835,0.427,0.371,0.309,0.369,0.385,0.06,3.75,8.79,511.61,375.57,1986-08-28
C-001747,Doina Ionescu,octaviananistor@example.net,0740 305 216,GL,Galati,Tecuci,893718,0.471,0.395,0.514,0.466,0.372,0.62,7.5,18.0,280.36,6.75,1984-01-21
C-001748,Leontina Stănescu,dochioiuamza@example.org,0732 698 014,BZ,Buzau,Ramnicul Sarat,956465,0.443,0.411,0.361,0.414,0.412,0.96,4.9,1.29,347.06,137.94,1957-03-25
C-001749,Niculina Popescu,ardeleanliana@example.net,0233 177 031,IF,Ilfov,Voluntari,996110,0.419,0.383,0.355,0.342,0.378,1.32,2.84,0.42,447.0,63.04,1971-11-28
C-001750,Costin Albu,adrianalbu@example.com,0744 332 672,BH,Bihor,Oradea,858935,0.446,0.364,0.306,0.422,0.304,0.06,0.2,9.93,585.88,225.72,1961-12-15
C-001751,Zenobia Stoica,diaconupatru@example.org,0742 476 380,AG,Arges,Curtea de Arges,995760,0.453,0.357,0.325,0.324,0.412,0.21,1.54,5.52,206.41,212.88,1981-06-05
C-001752,Maximilian Albu,simina40@example.org,0763 998 519,CV,Covasna,Sfantu Gheorghe,295826,0.311,0.647,0.334,0.402,0.431,0.4,5.53,3.77,405.93,114.86,1959-08-02
C-001753,Elisabeta Pop,popescuedmond@example.net,0241 291 635,MS,Mures,Reghin,824113,0.318,0.438,0.282,0.384,0.425,0.05,4.44,0.2,144.55,365.42,1989-01-24
C-001754,Renata Stoica,blanduzia26@example.net,0770 765 272,CJ,Cluj,Turda,517661,0.566,0.395,0.3,0.32,0.373,0.15,1.42,1.06,147.38,372.59,1982-04-25
C-001755,Valeria Eftimie,qpopescu@example.net,0732 950 708,GJ,Gorj,Targu Jiu,653042,0.349,0.396,0.336,0.395,0.353,0.96,1.16,8.36,512.86,238.2,2003-02-24
C-001756,Robertina Aanei,gabriel56@example.org,0251 080 192,CJ,Cluj,Cluj-Napoca,371611,0.496,0.395,0.278,0.383,0.406,0.68,0.32,0.57,337.21,68.75,1985-03-05
C-001757,Gianina Dochioiu,mocanuflora@example.org,0724 044 890,DB,Dambovita,Targoviste,871526,0.45,0.44,0.4,0.361,0.385,0.12,2.79,17.82,422.93,150.3,1984-06-23
C-001758,Iasmina Dobre,emilflorea@example.org,0252 023 510,BV,Brasov,Brasov,556590,0.276,0.559,0.321,0.5,0.482,0.42,3.24,18.0,572.41,317.14,1955-02-28
C-001759,Vasilică Marin,aureliandiaconu@example.net,0734 354 503,TL,Tulcea,Tulcea,798194,0.446,0.225,0.662,0.655,0.321,0.1,7.5,8.94,19.03,1.64,2002-11-20
C-001760,Nicolae Preda,sstancu@example.net,0256 933 324,BZB,Bucuresti,Sector 1,607132,0.686,0.349,0.21,0.306,0.304,0.08,1.08,1.27,106.04,230.64,2002-07-06
C-001761,Amedeu Dobre,inita@example.org,0747 059 831,DJ,Dolj,Bailesti,805121,0.417,0.361,0.354,0.382,0.367,0.16,6.05,4.55,123.84,351.35,1953-04-12
C-001762,Nidia Cristea,stanescuaurel@example.com,0761 965 999,SV,Suceava,Suceava,114268,0.313,0.511,0.313,0.383,0.478,0.05,6.92,12.36,485.66,301.83,1953-10-18
C-001763,Dorina Dinu,popescunicolae@example.org,0239 774 954,IS,Iasi,Iasi,957191,0.605,0.378,0.302,0.319,0.359,0.06,0.89,0.54,511.64,178.68,1955-07-30
C-001764,Alida Nemeș,suciuhoria@example.net,0241 937 591,SV,Suceava,Suceava,852170,0.371,0.516,0.329,0.414,0.432,0.08,3.26,5.92,457.97,41.49,1984-07-23
C-001765,Iolanda Nistor,sbarbu@example.org,0242 753 626,BZB,Bucuresti,Sector 1,955313,0.741,0.303,0.224,0.33,0.393,0.24,0.25,1.08,493.11,155.0,2002-11-12
C-001766,Emanoil Manole,tudorstelian@example.net,0769 461 209,IF,Ilfov,Otopeni,535586,0.493,0.351,0.402,0.376,0.365,0.2,4.63,1.57,89.19,91.57,1973-08-27
C-001767,Cristian Ene,aaneipatricia@example.net,0250 845 240,AB,Alba,Sebes,571258,0.315,0.559,0.292,0.443,0.483,0.6,1.57,6.85,524.3,280.04,1957-09-07
